customer_id,tenure_days,monthly_fee,num_logins_last_30,support_tickets_last_90,is_auto_renew,num_payments_failed,avg_session_time,churn
2386,303,100,11,1,0,1,21.08,0
2387,976,20,10,1,1,0,16.8,0
2388,869,70,5,2,1,0,16.98,0
2389,955,10,11,0,1,0,12.15,0
2390,84,20,5,2,1,0,14.71,0
2391,774,10,12,0,0,0,12.32,0
2392,659,100,10,1,1,1,16.85,0
2393,953,10,4,0,0,2,8.13,1
2394,453,30,13,1,1,0,16.44,0
2395,387,50,12,2,0,2,18.9,1
2396,507,30,6,1,1,0,21.44,0
2397,257,100,7,0,1,1,8.64,0
2398,570,100,16,1,1,0,14.82,0
2399,892,10,7,2,1,1,4.72,0
2400,934,70,12,2,1,0,16.86,0
2401,527,20,12,0,1,0,19.41,0
2402,162,50,10,0,0,0,18.62,0
2403,957,20,13,0,1,0,13.46,0
2404,163,70,8,1,1,1,11.99,0
2405,832,100,7,1,1,1,17.4,0
2406,793,50,6,1,1,0,17.59,0
2407,792,30,14,3,0,0,12.4,0
2408,524,100,6,1,1,0,20.83,0
2409,786,100,14,0,1,0,11.68,0
2410,271,10,17,2,1,0,10.31,0
2411,492,70,13,1,1,0,19.19,0
2412,208,10,13,3,1,1,11.86,1
2413,539,10,13,3,1,1,13.68,0
2414,584,20,12,1,1,0,12.0,0
2415,60,100,11,3,1,1,13.44,1
2416,430,70,10,1,0,0,14.08,1
2417,985,10,11,1,0,0,1.0,0
2418,657,30,14,1,1,0,21.47,0
2419,605,50,6,1,1,0,16.74,0
2420,309,70,13,0,1,0,14.63,0
2421,520,20,8,2,1,0,13.38,0
2422,591,70,9,1,1,0,13.31,0
2423,27,100,11,1,1,0,18.76,0
2424,686,20,11,2,1,1,13.97,0
2425,562,50,16,0,1,0,18.37,0
2426,199,30,8,0,1,0,12.55,0
2427,387,10,8,0,0,1,18.05,0
2428,349,70,14,2,0,0,13.81,0
2429,960,20,11,4,1,0,14.86,0
2430,940,50,10,1,1,0,5.73,0
2431,693,10,18,6,1,0,20.68,0
2432,536,50,11,2,1,0,15.43,0
2433,828,30,6,3,1,1,25.57,1
2434,378,10,10,3,1,0,22.46,1
2435,899,10,11,1,1,0,13.24,0
2436,916,10,20,2,1,0,15.39,0
2437,558,20,14,1,1,0,14.82,0
2438,527,10,11,0,1,0,9.47,0
2439,153,50,13,2,1,0,9.54,0
2440,734,20,7,1,0,0,17.94,0
2441,206,10,8,0,1,0,15.44,0
2442,455,50,10,0,0,0,13.14,0
2443,273,50,10,2,1,0,13.06,1
2444,894,70,13,2,0,0,18.88,0
2445,236,50,10,3,0,0,12.33,0
2446,852,100,6,2,1,1,25.56,0
2447,740,30,7,1,1,0,4.9,0
2448,521,10,9,1,1,0,14.46,0
2449,678,10,11,0,1,0,7.33,0
2450,944,10,14,4,1,0,13.67,0
2451,956,50,7,0,1,0,12.91,1
2452,831,50,18,4,1,1,20.79,0
2453,726,10,7,2,1,2,6.04,0
2454,501,100,12,1,1,0,28.56,0
2455,117,20,10,4,1,0,14.11,0
2456,386,20,9,2,1,1,17.27,0
2457,344,30,11,1,1,0,5.48,0
2458,584,70,11,1,1,0,12.29,0
2459,395,30,8,2,1,1,14.01,0
2460,64,10,12,2,1,0,15.92,0
2461,717,10,14,1,1,1,21.31,1
2462,721,10,2,1,1,0,12.34,0
2463,72,70,8,2,1,0,14.86,0
2464,789,50,5,0,1,0,15.57,0
2465,274,70,9,3,1,0,13.15,0
2466,990,30,13,2,1,1,1.38,1
2467,320,50,14,3,1,0,24.78,0
2468,338,50,11,3,0,0,16.17,1
2469,366,30,8,1,1,0,26.53,0
2470,495,50,9,3,1,0,15.01,0
2471,607,20,7,0,0,0,15.97,0
2472,166,30,11,2,1,0,8.81,0
2473,544,30,4,2,0,0,22.02,0
2474,11,20,6,1,1,1,5.69,0
2475,301,70,9,1,1,0,14.83,0
2476,729,70,9,0,1,0,15.27,0
2477,801,70,11,1,0,0,8.19,0
2478,102,50,13,1,0,0,17.74,0
2479,425,20,9,2,0,0,17.63,1
2480,392,30,8,2,1,0,15.65,0
2481,779,30,10,0,1,0,15.57,1
2482,214,30,7,0,0,0,16.23,0
2483,691,50,4,0,1,1,13.23,0
2484,88,50,10,1,1,0,14.04,0
2485,553,100,5,2,1,0,14.13,0
2486,401,70,4,2,1,0,15.06,0
2487,588,100,10,1,1,1,12.43,0
2488,889,100,10,1,0,0,16.11,0
2489,46,50,14,0,1,0,10.73,0
2490,672,70,10,2,1,0,14.8,0
2491,463,70,11,0,1,0,12.85,1
2492,592,30,4,0,1,1,21.18,0
2493,310,50,14,1,1,1,18.23,0
2494,86,70,8,4,0,0,17.33,1
2495,92,100,12,1,1,0,16.71,0
2496,660,20,16,2,1,0,15.08,0
2497,673,20,7,1,0,0,10.79,0
2498,714,50,10,1,1,0,18.23,0
2499,936,30,11,1,0,1,20.81,0
2500,928,30,10,0,1,0,10.99,0
2501,242,70,7,2,1,0,21.84,0
2502,865,50,12,1,0,1,16.96,0
2503,2,20,8,1,1,0,15.98,0
2504,225,100,6,2,1,0,8.04,0
2505,801,70,6,0,1,0,12.08,0
2506,745,100,13,2,1,1,20.12,0
2507,973,70,9,2,1,1,13.33,0
2508,926,10,6,1,1,0,16.41,0
2509,929,100,15,0,1,0,15.09,0
2510,589,50,5,1,0,0,14.13,0
2511,116,100,14,1,1,0,16.31,0
2512,666,100,4,1,1,0,11.75,0
2513,918,70,6,0,1,0,23.28,0
2514,103,20,10,2,1,0,14.95,0
2515,194,10,17,0,0,0,7.34,0
2516,166,100,8,0,1,0,7.78,0
2517,871,20,12,2,0,0,14.32,0
2518,90,30,7,1,0,1,10.95,1
2519,686,10,13,2,1,0,25.12,0
2520,122,10,13,4,0,0,20.41,1
2521,143,70,15,2,1,0,12.7,0
2522,994,100,18,1,1,0,23.26,0
2523,106,30,11,2,1,0,15.58,0
2524,887,70,13,0,1,0,11.91,0
2525,428,50,7,3,0,0,4.36,0
2526,305,20,10,0,0,1,17.61,0
2527,872,20,8,0,1,0,21.45,0
2528,971,70,10,1,0,2,13.71,0
2529,317,20,7,2,1,1,10.9,0
2530,963,100,12,2,1,2,20.4,0
2531,635,20,10,1,1,1,19.53,0
2532,902,100,7,3,1,0,14.87,0
2533,9,50,10,0,1,0,8.57,0
2534,774,30,8,1,0,1,9.36,1
2535,73,10,11,1,1,1,16.25,1
2536,359,70,12,2,1,1,10.02,1
2537,223,70,12,1,0,1,19.53,0
2538,416,100,9,3,0,1,8.46,1
2539,553,50,14,0,0,1,16.5,0
2540,370,50,9,2,0,1,7.88,0
2541,716,10,10,2,0,1,18.31,0
2542,264,30,17,1,0,1,14.04,0
2543,840,70,8,1,0,0,13.7,0
2544,690,100,14,3,1,2,14.94,0
2545,860,50,11,1,1,0,15.01,0
2546,318,70,11,1,0,2,24.42,0
2547,84,100,9,1,1,0,11.7,0
2548,318,20,8,4,1,0,18.14,0
2549,111,70,4,0,0,0,7.94,0
2550,251,30,9,2,1,0,21.42,0
2551,383,100,9,0,1,1,9.7,0
2552,7,30,10,1,0,0,19.84,0
2553,459,70,14,3,0,0,15.35,0
2554,84,20,8,0,1,0,8.61,0
2555,208,30,10,3,1,0,26.67,0
2556,900,50,15,0,1,1,10.85,0
2557,390,100,9,2,0,1,17.12,1
2558,314,70,10,6,0,0,18.14,0
2559,22,20,10,1,1,0,12.22,1
2560,410,50,4,0,0,1,14.21,1
2561,895,70,16,1,1,1,14.49,0
2562,515,20,13,2,1,0,11.83,0
2563,127,50,18,2,1,1,10.7,1
2564,809,30,12,2,0,0,17.62,0
2565,700,70,8,1,0,0,25.46,0
2566,874,70,10,5,0,1,15.19,1
2567,14,30,11,2,1,0,16.88,0
2568,971,10,10,1,1,0,12.64,0
2569,978,50,12,2,0,1,23.04,0
2570,12,30,11,3,0,0,19.89,0
2571,87,70,12,2,1,1,15.75,0
2572,524,50,9,2,1,0,22.91,0
2573,909,50,9,3,1,0,17.7,0
2574,537,10,16,2,1,1,13.16,0
2575,301,70,7,2,1,0,19.92,0
2576,243,20,13,2,1,0,12.74,0
2577,122,10,8,2,1,1,19.37,1
2578,147,10,8,1,0,0,27.25,0
2579,567,20,13,1,0,0,11.54,0
2580,750,20,4,1,0,0,16.58,0
2581,356,10,8,2,1,0,24.17,0
2582,685,50,11,0,1,0,14.48,0
2583,904,30,11,2,1,0,17.19,0
2584,733,30,10,0,1,0,15.29,0
2585,631,10,5,1,0,0,16.81,0
2586,309,50,15,1,0,0,13.68,1
2587,695,20,13,3,1,1,13.94,0
2588,288,100,10,1,0,0,10.94,0
2589,307,10,10,1,1,0,22.75,0
2590,812,70,15,2,1,0,7.52,0
2591,594,50,13,1,1,0,11.37,0
2592,966,70,12,3,1,1,17.16,1
2593,914,70,11,3,1,0,13.07,0
2594,723,10,7,2,0,1,25.32,1
2595,662,50,10,2,0,0,13.94,0
2596,549,70,12,1,0,0,18.18,1
2597,352,50,10,2,1,0,16.27,0
2598,312,30,12,2,1,1,15.12,0
2599,873,100,5,1,1,0,8.12,0
2600,59,70,9,2,0,0,16.08,0
2601,643,70,11,3,1,0,14.99,0
2602,924,50,9,0,1,0,24.48,0
2603,714,100,12,0,1,0,18.74,0
2604,755,30,11,1,1,0,2.58,0
2605,35,70,10,2,0,0,15.32,1
2606,445,10,6,1,1,1,16.13,0
2607,93,50,8,0,1,0,23.7,0
2608,950,50,12,1,1,0,9.95,0
2609,959,70,10,1,1,0,10.02,0
2610,207,30,9,2,0,0,16.08,1
2611,353,70,10,1,0,0,13.51,0
2612,903,20,14,1,1,1,14.84,0
2613,332,70,10,2,1,0,22.82,0
2614,817,100,7,1,1,0,15.98,1
2615,862,100,14,1,1,2,10.33,0
2616,725,20,10,0,0,0,12.6,0
2617,159,100,11,0,1,1,7.22,0
2618,954,100,12,1,1,0,6.72,0
2619,957,10,13,2,1,0,9.3,0
2620,24,50,10,1,1,0,11.18,0
2621,404,100,14,0,0,0,24.91,0
2622,805,50,8,2,0,0,11.83,1
2623,516,30,9,4,1,0,17.31,1
2624,732,70,16,1,1,1,17.39,0
2625,364,10,10,0,0,0,15.13,0
2626,382,20,13,3,1,0,12.77,0
2627,532,30,8,1,1,0,15.79,0
2628,956,10,7,1,1,0,12.84,0
2629,152,10,13,0,1,0,18.97,0
2630,562,20,11,1,1,0,9.37,0
2631,689,20,11,0,1,0,16.62,0
2632,947,50,13,3,1,0,19.91,0
2633,608,70,4,2,1,0,19.76,0
2634,617,30,5,2,0,0,17.67,0
2635,420,70,9,1,0,0,14.43,0
2636,250,30,11,0,0,1,27.89,0
2637,117,10,6,2,0,0,12.73,1
2638,866,100,14,3,1,0,14.72,0
2639,512,100,7,4,1,0,23.87,0
2640,740,20,10,1,1,0,14.29,0
2641,578,20,7,1,0,0,5.72,0
2642,335,10,6,2,1,1,7.4,1
2643,418,10,12,0,0,0,20.25,0
2644,932,30,14,1,0,1,10.57,0
2645,774,10,13,1,0,0,13.26,0
2646,295,30,14,3,1,0,21.34,0
2647,938,70,12,3,1,1,17.04,0
2648,755,20,12,0,0,0,16.24,1
2649,371,20,14,0,1,1,11.64,0
2650,186,100,5,2,0,0,19.49,1
2651,246,100,13,0,1,0,19.04,0
2652,637,20,10,4,1,1,21.26,0
2653,268,70,13,4,0,2,14.94,1
2654,643,70,13,2,0,0,10.47,0
2655,237,50,14,0,1,2,13.52,0
2656,530,30,7,2,0,0,17.99,0
2657,552,100,13,0,1,0,12.81,0
2658,21,30,11,0,1,0,14.07,0
2659,911,100,10,2,0,0,17.81,0
2660,737,50,12,0,1,0,19.73,0
2661,867,20,7,3,0,0,23.41,0
2662,794,30,6,3,1,0,17.73,0
2663,520,100,7,2,1,1,8.54,0
2664,100,30,8,0,1,0,21.14,0
2665,752,20,8,2,0,0,17.45,0
2666,478,10,13,2,1,0,21.2,0
2667,599,100,12,1,1,0,20.52,0
2668,298,10,5,3,1,1,26.29,1
2669,940,50,11,2,1,0,18.59,0
2670,526,70,10,0,0,0,13.36,0
2671,334,30,11,0,1,0,12.8,0
2672,2,100,9,0,1,0,8.42,0
2673,375,30,16,0,0,1,14.65,0
2674,293,50,12,0,1,1,24.07,0
2675,837,50,7,1,1,0,10.41,0
2676,934,30,12,1,1,1,30.01,0
2677,553,100,8,4,1,0,18.35,0
2678,318,20,12,3,1,0,16.23,0
2679,502,20,5,1,1,1,21.67,0
2680,828,70,12,1,1,0,10.64,0
2681,381,30,17,3,1,0,9.42,1
2682,623,30,10,0,1,0,20.28,0
2683,14,100,13,2,0,0,16.92,0
2684,504,30,17,0,1,0,23.27,0
2685,231,100,6,1,1,0,21.13,1
2686,985,30,9,4,1,0,14.01,0
2687,84,50,11,3,1,0,20.34,0
2688,130,10,9,2,0,0,16.18,0
2689,743,30,12,1,1,0,16.41,0
2690,838,10,10,1,0,0,19.29,0
2691,145,20,18,1,1,1,26.05,0
2692,891,70,10,1,0,0,12.52,0
2693,857,20,14,2,0,1,12.45,1
2694,28,30,6,2,1,1,17.87,0
2695,66,100,11,1,1,1,17.5,0
2696,163,20,13,2,1,1,15.34,0
2697,229,50,8,3,1,0,18.42,0
2698,261,10,21,1,0,0,23.26,0
2699,449,100,12,3,0,0,19.48,1
2700,424,100,13,1,1,0,20.83,0
2701,460,30,7,1,0,0,12.44,0
2702,952,50,7,5,1,1,8.6,0
2703,676,10,6,2,1,0,21.83,0
2704,301,50,9,2,0,0,14.49,0
2705,919,20,12,1,0,0,13.01,0
2706,303,30,11,0,1,0,14.17,0
2707,287,100,16,1,1,0,11.51,0
2708,395,100,11,1,1,0,13.06,0
2709,10,20,9,1,1,1,12.78,0
2710,707,100,7,1,1,0,14.9,0
2711,630,70,12,1,0,0,11.49,0
2712,270,30,8,1,1,0,27.98,0
2713,592,20,5,1,1,1,15.21,0
2714,970,30,12,2,1,1,21.57,0
2715,605,10,10,4,1,0,10.91,0
2716,778,30,13,2,0,0,13.03,0
2717,844,30,8,2,1,1,14.26,0
2718,862,10,8,2,1,3,13.16,0
2719,361,20,8,1,1,0,18.26,0
2720,257,30,11,1,1,0,17.53,1
2721,133,50,14,2,1,0,10.46,0
2722,276,30,7,1,1,0,20.72,1
2723,776,20,12,3,1,0,13.92,0
2724,683,100,5,2,1,0,17.85,0
2725,972,10,8,2,1,1,21.44,0
2726,513,100,9,2,1,0,25.11,0
2727,313,20,9,1,1,0,18.26,0
2728,576,70,10,1,1,0,10.05,0
2729,886,100,7,2,0,0,13.85,0
2730,980,30,5,2,1,0,11.84,0
2731,284,30,6,2,0,1,16.15,0
2732,121,10,10,3,1,0,15.58,0
2733,107,30,13,0,1,1,22.12,0
2734,933,50,7,2,0,2,2.48,0
2735,687,50,10,1,1,1,15.82,1
2736,997,100,7,0,1,0,13.44,0
2737,204,20,8,2,1,0,13.63,0
2738,165,10,14,3,0,1,14.1,1
2739,305,70,14,1,1,0,23.12,0
2740,497,100,10,0,1,0,20.81,0
2741,632,20,9,3,0,1,15.02,1
2742,556,10,14,2,0,1,12.26,0
2743,824,10,3,1,0,0,20.43,0
2744,156,100,6,3,1,2,8.09,0
2745,367,20,9,0,1,0,17.08,1
2746,719,20,7,2,1,1,16.67,0
2747,902,30,9,0,1,0,17.93,0
2748,620,70,11,0,1,0,18.44,0
2749,251,50,11,1,0,1,15.13,1
2750,957,30,15,1,1,0,13.77,0
2751,916,10,7,1,1,1,21.14,0
2752,882,70,9,1,1,0,10.6,0
2753,334,70,4,2,1,0,18.17,0
2754,642,20,11,0,1,2,8.85,0
2755,969,70,18,1,1,0,21.8,0
2756,511,100,13,2,1,0,26.99,0
2757,293,70,13,1,1,0,11.46,0
2758,20,10,11,1,1,0,17.0,0
2759,282,100,10,1,1,1,25.62,1
2760,797,100,9,1,1,0,17.0,0
2761,1,30,9,4,0,1,18.31,1
2762,119,70,6,3,0,0,22.05,0
2763,35,20,11,2,1,0,17.03,0
2764,198,30,15,1,1,0,7.19,0
2765,485,20,13,0,1,0,20.66,0
2766,757,70,11,2,1,0,24.63,0
2767,59,30,8,1,1,0,16.27,0
2768,837,70,8,0,1,0,8.27,0
2769,161,10,10,1,1,0,12.35,0
2770,691,30,8,2,1,0,22.26,0
2771,206,20,11,1,1,0,10.5,0
2772,12,10,6,0,1,0,6.71,1
2773,490,50,11,1,1,0,28.91,0
2774,276,20,10,0,0,0,16.85,0
2775,693,70,5,2,1,2,20.81,0
2776,242,20,8,0,1,1,20.88,0
2777,216,50,8,1,1,0,22.51,0
2778,251,20,12,4,0,0,13.3,0
2779,811,10,11,1,1,1,13.53,0
2780,126,100,10,2,1,0,13.13,0
2781,994,20,12,3,1,0,12.16,0
2782,217,30,8,3,1,0,15.0,0
2783,306,50,15,1,0,0,16.13,0
2784,797,20,7,3,1,0,15.44,1
2785,185,50,7,1,1,1,12.22,1
2786,39,100,5,0,1,0,14.6,0
2787,223,10,4,2,0,1,12.99,0
2788,184,30,7,2,1,0,23.93,0
2789,495,70,9,3,1,2,22.95,0
2790,427,20,11,0,0,0,12.7,0
2791,178,10,6,3,0,0,11.34,1
2792,919,50,12,2,0,0,12.88,0
2793,428,100,11,1,0,1,7.57,0
2794,294,50,12,1,1,0,16.29,0
2795,852,100,10,1,0,0,15.22,1
2796,151,100,6,1,1,0,10.5,0
2797,384,10,9,1,1,0,7.45,0
2798,638,20,11,1,0,0,3.97,1
2799,813,70,7,1,0,2,19.72,0
2800,308,20,9,1,0,0,22.16,0
2801,336,30,11,2,1,0,16.8,0
2802,946,20,12,6,1,0,15.7,1
2803,746,100,10,3,1,0,12.82,0
2804,892,100,8,0,1,0,27.3,0
2805,375,30,10,0,1,0,14.88,0
2806,8,50,8,2,1,0,15.81,0
2807,341,100,4,5,1,2,18.24,0
2808,129,30,11,0,1,1,27.72,0
2809,776,100,11,3,1,0,29.02,1
2810,669,70,14,0,0,0,13.32,0
2811,352,100,7,1,1,1,20.75,0
2812,358,10,6,0,0,0,14.99,0
2813,517,30,9,1,1,0,18.44,0
2814,495,20,10,0,0,1,11.92,0
2815,86,30,7,3,0,1,15.54,1
2816,175,50,15,0,1,0,10.84,0
2817,802,100,9,1,0,1,14.73,0
2818,193,30,7,1,1,0,14.31,0
2819,311,70,11,3,1,0,19.35,0
2820,119,30,14,2,0,0,20.83,0
2821,218,70,14,0,1,1,19.99,1
2822,427,100,13,0,1,0,14.61,0
2823,970,20,12,2,1,0,10.07,0
2824,414,100,14,2,1,0,14.72,0
2825,114,50,8,2,0,1,7.39,1
2826,978,10,13,1,0,1,16.75,0
2827,145,20,10,3,1,0,14.42,0
2828,538,20,14,2,1,1,18.03,0
2829,648,10,10,0,0,0,18.16,0
2830,303,30,10,1,1,0,17.61,0
2831,744,100,9,1,0,0,11.5,1
2832,881,30,17,2,1,0,9.32,0
2833,588,30,13,1,1,0,15.19,0
2834,987,100,5,2,1,0,15.21,0
2835,840,50,11,1,1,1,16.35,0
2836,345,20,12,4,1,0,12.68,0
2837,814,70,8,1,0,0,15.63,0
2838,964,10,12,1,1,0,6.14,0
2839,801,20,9,3,1,1,15.33,0
2840,1,30,7,2,1,0,20.33,1
2841,147,10,8,2,1,0,24.86,0
2842,287,70,14,0,1,0,16.23,1
2843,976,20,7,2,0,0,14.22,1
2844,654,20,5,1,1,0,18.03,1
2845,53,50,6,0,0,0,17.99,0
2846,304,20,12,1,1,0,13.38,0
2847,69,20,5,2,1,1,17.84,1
2848,361,70,9,2,1,0,8.6,0
2849,602,70,10,1,1,0,7.56,0
2850,958,10,11,1,0,0,14.62,0
2851,220,30,6,5,0,0,6.88,0
2852,962,70,12,1,1,0,10.24,0
2853,704,10,9,1,0,1,14.83,1
2854,966,20,10,0,1,0,19.02,0
2855,575,10,11,1,1,0,16.29,0
2856,585,10,8,2,1,0,23.55,0
2857,161,10,10,1,1,0,12.39,0
2858,681,100,9,2,0,2,4.23,1
2859,89,10,7,3,0,0,20.13,1
2860,688,70,8,2,0,0,16.26,0
2861,781,100,10,1,1,0,15.37,0
2862,585,30,12,2,1,0,26.51,0
2863,757,10,6,2,1,2,9.46,1
2864,589,50,13,3,1,0,18.02,0
2865,159,20,7,0,0,0,20.44,0
2866,489,20,12,1,0,1,19.08,0
2867,971,100,10,0,1,0,12.1,0
2868,324,20,13,1,1,0,21.73,1
2869,610,20,17,2,1,1,15.43,0
2870,381,100,4,2,1,0,16.28,0
2871,102,20,12,3,0,0,11.83,1
2872,494,10,12,0,0,0,12.07,0
2873,644,30,14,3,0,0,15.27,0
2874,614,100,7,2,1,0,16.45,0
2875,19,50,7,0,0,0,14.63,1
2876,454,100,9,1,1,0,10.71,0
2877,482,70,8,2,0,0,12.09,0
2878,594,50,8,0,0,0,13.87,0
2879,397,70,12,3,1,0,11.89,0
2880,279,100,11,2,1,0,3.19,0
2881,851,70,6,0,1,1,12.61,0
2882,365,50,11,0,1,0,17.41,0
2883,331,10,8,1,1,0,23.86,0
2884,641,100,11,1,1,0,18.99,0
2885,344,100,3,1,1,1,14.07,0
2886,822,20,6,2,1,1,15.11,0
2887,455,100,10,1,1,0,11.74,0
2888,601,100,15,1,1,0,12.17,0
2889,725,10,13,2,0,0,16.51,0
2890,655,20,7,1,1,1,10.32,1
2891,65,30,9,1,1,0,21.95,0
2892,76,70,13,3,0,0,9.74,0
2893,711,50,12,0,1,0,16.9,0
2894,143,30,4,3,1,1,17.4,0
2895,917,20,6,2,0,0,16.5,0
2896,915,10,7,1,1,0,16.13,0
2897,828,50,9,3,1,0,6.7,0
2898,605,70,10,1,1,0,18.93,0
2899,473,100,18,3,1,0,23.48,0
2900,417,100,9,1,0,0,11.52,0
2901,305,30,9,0,0,1,15.55,1
2902,736,70,17,1,0,0,23.56,0
2903,497,20,8,1,1,0,16.06,0
2904,291,70,16,2,1,1,21.28,0
2905,940,10,15,3,0,0,12.92,0
2906,102,30,6,1,1,1,20.94,0
2907,986,30,12,0,0,0,15.14,0
2908,267,10,7,1,1,2,20.89,0
2909,867,70,10,0,1,0,22.74,0
2910,968,10,14,0,0,0,21.07,0
2911,622,50,18,2,1,0,16.0,0
2912,974,10,8,2,1,1,12.24,0
2913,842,70,9,3,1,0,16.07,0
2914,962,10,10,1,0,0,17.4,0
2915,942,20,11,2,0,0,13.11,1
2916,777,100,10,2,1,0,8.67,0
2917,3,10,11,1,0,0,11.76,1
2918,85,100,5,1,1,0,12.72,0
2919,794,10,15,5,1,0,19.56,0
2920,328,70,15,3,1,1,15.49,0
2921,816,50,13,3,1,1,13.53,0
2922,450,50,8,0,1,0,26.17,0
2923,454,100,7,1,1,0,15.55,0
2924,924,70,14,3,1,0,15.03,0
2925,629,70,17,0,1,1,11.01,0
2926,221,70,10,1,1,0,25.32,0
2927,154,20,9,1,1,0,13.47,0
2928,665,30,9,0,1,0,11.84,0
2929,12,10,11,2,1,0,13.15,0
2930,133,70,10,0,1,0,11.74,0
2931,994,70,8,2,1,0,16.16,0
2932,304,70,13,1,1,0,19.63,0
2933,293,50,9,0,1,0,12.5,0
2934,975,70,5,1,0,0,9.1,0
2935,300,10,12,2,1,0,11.06,1
2936,740,70,11,1,0,0,14.19,0
2937,783,10,6,1,1,0,12.82,0
2938,43,20,12,0,1,1,15.79,1
2939,944,30,19,0,1,0,19.65,0
2940,343,50,9,1,0,0,7.2,0
2941,326,10,8,2,1,0,12.92,1
2942,814,100,14,3,1,0,20.54,0
2943,498,20,11,3,0,0,15.07,0
2944,364,30,18,1,1,1,14.73,0
2945,891,30,7,0,0,1,25.88,0
2946,427,30,9,1,0,0,12.33,0
2947,21,10,15,1,1,0,15.84,0
2948,407,20,12,1,1,0,15.43,0
2949,619,70,15,2,1,0,14.43,1
2950,336,100,12,2,1,1,11.98,0
2951,815,20,13,5,1,0,16.45,0
2952,117,20,8,4,1,0,17.37,0
2953,124,20,9,1,1,0,27.31,0
2954,399,10,9,1,0,0,15.27,1
2955,793,100,14,1,1,1,11.33,0
2956,804,10,11,1,0,1,25.23,0
2957,715,100,7,2,0,0,11.64,0
2958,51,100,12,1,1,0,19.3,0
2959,783,10,8,1,0,0,14.22,0
2960,324,100,13,0,1,1,20.7,0
2961,789,20,6,0,1,0,12.72,0
2962,141,10,8,0,0,1,18.26,0
2963,470,100,7,2,0,0,10.9,1
2964,787,30,13,4,1,0,2.26,0
2965,802,10,14,2,1,0,15.63,1
2966,334,50,8,0,1,0,11.82,1
2967,893,10,15,1,1,0,9.36,0
2968,964,10,10,2,1,2,12.67,0
2969,373,10,9,1,1,0,21.23,0
2970,564,100,22,3,1,0,16.06,0
2971,494,10,11,2,1,1,22.41,0
2972,539,50,9,2,1,0,9.87,0
2973,669,70,11,0,1,0,17.71,0
2974,751,10,9,1,1,0,13.34,0
2975,156,30,9,1,1,0,4.17,0
2976,291,50,5,1,1,0,1.43,0
2977,648,70,12,0,0,0,18.25,0
2978,144,100,14,2,0,0,18.7,1
2979,106,10,7,3,0,0,12.87,1
2980,420,70,12,2,1,0,1.49,0
2981,670,30,11,1,1,2,19.59,1
2982,658,50,13,0,1,0,16.12,0
2983,2,50,8,3,1,0,17.91,1
2984,945,100,2,3,1,0,19.05,0
2985,589,100,22,0,1,1,17.31,0
2986,644,100,6,0,1,1,21.76,0
2987,90,70,10,1,0,0,17.08,0
2988,345,10,8,2,0,0,21.24,0
2989,350,20,12,0,0,0,13.35,0
2990,459,50,12,1,1,0,16.95,0
2991,263,20,11,2,0,0,20.66,0
2992,351,50,12,1,0,2,15.39,1
2993,108,100,14,1,0,0,23.45,0
2994,586,10,7,2,1,1,17.57,0
2995,39,10,5,2,1,0,15.84,0
2996,909,50,12,3,1,0,11.98,0
2997,159,70,9,2,1,1,21.01,0
2998,583,100,10,1,1,0,15.48,0
2999,959,10,8,2,0,0,18.49,0
3000,312,10,15,0,1,0,14.63,0
3001,241,30,13,4,0,0,9.98,1
3002,938,10,10,1,1,0,14.09,0
3003,445,30,10,2,0,0,13.98,0
3004,298,10,11,2,1,1,20.36,0
3005,952,10,4,1,0,1,10.31,0
3006,36,70,12,5,1,0,9.56,0
3007,84,70,15,0,1,0,14.74,0
3008,452,100,12,3,0,0,16.95,0
3009,886,10,4,3,1,0,21.76,0
3010,775,100,17,1,0,1,12.08,0
3011,822,100,7,4,1,0,23.89,0
3012,385,100,13,2,1,0,14.72,0
3013,172,100,16,0,1,0,17.59,0
3014,376,50,5,0,0,1,15.75,1
3015,685,50,11,0,1,0,15.6,0
3016,362,10,10,1,1,0,17.39,0
3017,559,50,14,0,0,0,19.04,0
3018,891,10,8,2,0,0,13.06,0
3019,141,70,12,4,0,0,11.77,1
3020,887,20,6,1,1,0,17.59,0
3021,918,30,13,0,1,1,9.85,0
3022,118,50,11,3,0,0,20.35,1
3023,277,50,7,1,1,0,20.49,0
3024,726,70,7,2,1,0,6.06,0
3025,220,50,10,2,1,2,24.81,1
3026,905,10,6,1,1,0,18.87,0
3027,26,10,11,1,0,1,9.27,0
3028,521,20,5,1,0,0,17.95,0
3029,783,20,15,0,0,1,9.19,0
3030,10,20,13,2,1,0,18.1,0
3031,984,10,7,5,1,0,15.96,0
3032,378,100,3,0,1,1,12.4,0
3033,633,100,9,0,1,0,13.0,0
3034,637,20,8,4,1,1,18.78,1
3035,682,20,10,0,0,0,16.4,0
3036,584,10,7,2,1,0,21.61,0
3037,152,70,8,1,1,0,17.87,0
3038,720,50,12,0,1,0,5.61,0
3039,49,30,9,0,0,1,3.04,1
3040,154,100,9,2,0,0,11.72,0
3041,859,100,11,0,1,0,11.31,0
3042,293,10,8,0,1,0,8.59,0
3043,580,10,7,1,1,0,20.15,0
3044,50,30,9,3,0,0,20.55,1
3045,664,30,11,2,0,0,21.23,0
3046,531,20,12,1,1,1,5.3,0
3047,612,30,6,4,1,0,17.47,0
3048,60,50,12,0,0,0,11.75,1
